Subcorp	\Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prosub	1st	2nd	address
Texts	data_jav.txt	280	43	45	ku					1	1	0	0
Texts	data_jav.txt	1	196	199	Aku					1	1	0	0
Texts	data_jav.txt	281	617	619	ku					1	1	0	0
Texts	data_jav.txt	2	708	711	aku					1	1	0	0
Texts	data_jav.txt	272	1016	1020	Kowe					1	0	1	0
Texts	data_jav.txt	287	1175	1177	ku					1	1	0	0
Texts	data_jav.txt	3	1215	1218	aku					1	1	0	0
Texts	data_jav.txt	5	1441	1444	Aku					1	1	0	0
Texts	data_jav.txt	6	1840	1843	aku					1	1	0	0
Texts	data_jav.txt	7	1899	1902	aku					1	1	0	0
Texts	data_jav.txt	8	1937	1940	aku					1	1	0	0
Texts	data_jav.txt	273	1954	1957	Aku					1	1	0	0
Texts	data_jav.txt	9	1985	1988	Aku					1	1	0	0
Texts	data_jav.txt	10	2036	2039	Aku					1	1	0	0
Texts	data_jav.txt	11	2079	2082	Aku					1	1	0	0
Texts	data_jav.txt	14	2175	2178	Aku					1	1	0	0
Texts	data_jav.txt	13	2235	2238	Aku					1	1	0	0
Texts	data_jav.txt	15	2278	2281	Aku					1	1	0	0
Texts	data_jav.txt	16	2323	2326	Aku					1	1	0	0
Texts	data_jav.txt	17	2356	2359	Aku					1	1	0	0
Texts	data_jav.txt	18	2428	2431	Aku					1	1	0	0
Texts	data_jav.txt	19	2452	2455	Aku					1	1	0	0
Texts	data_jav.txt	20	2496	2499	Aku					1	1	0	0
Texts	data_jav.txt	290	2573	2575	ku					1	1	0	0
Texts	data_jav.txt	291	2601	2603	ku					1	1	0	0
Texts	data_jav.txt	21	2861	2864	aku					1	1	0	0
Texts	data_jav.txt	292	2888	2891	Aku					1	1	0	0
Texts	data_jav.txt	293	2912	2915	Aku					1	1	0	0
Texts	data_jav.txt	23	3121	3124	Aku					1	1	0	0
Texts	data_jav.txt	296	3169	3177	jenengan					1	0	0	1
Texts	data_jav.txt	297	3271	3274	Aku					1	1	0	0
Texts	data_jav.txt	25	3430	3433	Aku					1	1	0	0
Texts	data_jav.txt	298	3490	3493	aku					1	1	0	0
Texts	data_jav.txt	299	3668	3671	aku					1	1	0	0
Texts	data_jav.txt	28	3801	3805	Kowe					1	0	1	0
Texts	data_jav.txt	27	3842	3845	Aku					1	1	0	0
Texts	data_jav.txt	29	4114	4117	Aku					1	1	0	0
Texts	data_jav.txt	30	4176	4179	Aku					1	1	0	0
Texts	data_jav.txt	300	4317	4319	ku					1	1	0	0
Texts	data_jav.txt	301	4394	4397	ku.					1	1	0	0
Texts	data_jav.txt	32	4404	4407	Aku					1	1	0	0
Texts	data_jav.txt	31	4579	4582	Aku					1	1	0	0
Texts	data_jav.txt	33	4628	4631	Aku					1	1	0	0
Texts	data_jav.txt	34	4745	4748	Aku					1	1	0	0
Texts	data_jav.txt	35	4824	4827	Aku					1	1	0	0
Texts	data_jav.txt	36	4896	4899	aku					1	1	0	0
Texts	data_jav.txt	37	4977	4980	Aku					1	1	0	0
Texts	data_jav.txt	38	5121	5124	aku					1	1	0	0
Texts	data_jav.txt	39	5154	5157	Aku					1	1	0	0
Texts	data_jav.txt	40	5248	5251	Aku					1	1	0	0
Texts	data_jav.txt	41	5289	5292	Aku					1	1	0	0
Texts	data_jav.txt	42	5344	5347	Aku					1	1	0	0
Texts	data_jav.txt	43	5369	5372	Aku					1	1	0	0
Texts	data_jav.txt	44	5405	5408	Aku					1	1	0	0
Texts	data_jav.txt	45	5434	5437	Aku					1	1	0	0
Texts	data_jav.txt	46	5466	5469	Aku					1	1	0	0
Texts	data_jav.txt	47	5501	5504	Aku					1	1	0	0
Texts	data_jav.txt	48	5533	5536	Aku					1	1	0	0
Texts	data_jav.txt	49	5612	5615	Aku					1	1	0	0
Texts	data_jav.txt	50	5678	5681	Aku					1	1	0	0
Texts	data_jav.txt	51	5713	5716	Aku					1	1	0	0
Texts	data_jav.txt	52	5770	5773	Aku					1	1	0	0
Texts	data_jav.txt	53	5969	5972	Aku					1	1	0	0
Texts	data_jav.txt	54	6057	6060	Aku					1	1	0	0
Texts	data_jav.txt	55	6095	6098	Aku					1	1	0	0
Texts	data_jav.txt	56	6133	6136	Aku					1	1	0	0
Texts	data_jav.txt	57	6216	6219	Aku					1	1	0	0
Texts	data_jav.txt	302	6375	6377	ku					1	1	0	0
Texts	data_jav.txt	303	6427	6429	ku					1	1	0	0
Texts	data_jav.txt	58	6437	6440	Aku					1	1	0	0
Texts	data_jav.txt	305	6568	6570	mu					1	0	1	0
Texts	data_jav.txt	59	6583	6586	aku					1	1	0	0
Texts	data_jav.txt	60	6704	6707	aku					1	1	0	0
Texts	data_jav.txt	306	6871	6882	awake dhewe					1	1	0	0
Texts	data_jav.txt	307	6924	6935	awake dhewe					1	1	0	0
Texts	data_jav.txt	312	6977	6980	tak					1	1	0	0
Texts	data_jav.txt	313	7003	7006	tak					1	1	0	0
Texts	data_jav.txt	61	7022	7025	Aku					1	1	0	0
Texts	data_jav.txt	62	7073	7076	Aku					1	1	0	0
Texts	data_jav.txt	318	7119	7121	ku					1	1	0	0
Texts	data_jav.txt	63	7168	7171	aku					1	1	0	0
Texts	data_jav.txt	64	7205	7208	Aku					1	1	0	0
