1176,,,,,,,,,
1178,,,,,neutral,,,,sg
1180,,,,,,,,,
1194,,,,,,,,,
1222,,,,,,,,,
1229,,,,,,,,,
1233,,,,,neutral,,,,sg
1244,,,,,,,,,
1245,,,,,,,,,
1246,,,,,,,,,
1247,,,,,,,,,
1248,,,,,,,,,
1249,,,,,,,,,
1250,,,,,,,,,
1251,,,,,neutral,,,,sg
1254,,,,,,,,,
1255,,,,,,,,,
1257,,,,,,,,,
1258,,,,,,,,,
1259,,,,,neutral,,,,sg
1264,,,,,,,,,
1268,,,,,,,,,
1274,,,,,,,,,
1275,,,,,,,,,
1276,,,,,,,,,
1280,,,,,,,,,
1281,,,,,,,,,
1286,,,,,,,,,
1291,,,,,,,,,
1296,,,,,,,,,
1297,,,,,,,,,
1299,,,,,neutral,,,,sg
1302,,,,,neutral,,,,sg
1305,,,,,neutral,,,,sg
1308,,,,,,,,,
1311,,,,,,,,,
1312,,,,,,,,,
1319,,,,,,,,,
1320,,,,,,,,,
1322,,,,,neutral,,,,sg
1323,,,,,,,,,
1326,,,,,,,,,
1330,,,,,,,,,
1333,,,,,,,,,
1334,,,,,,,,,
1335,,,,,,,,,
1341,,,,,,,,,
1348,,,,,neutral,,,,sg
1349,,,,,neutral,,,,sg
1350,,,,,neutral,,,,sg
1356,,,,,neutral,,,,sg
1367,,,,,neutral,,,,sg
1369,,,,,neutral,,,,sg
1371,,,,,,,,,
1378,,,,,neutral,,,,sg
1379,,,,,neutral,,,,sg
1380,,,,,neutral,,,,sg
1382,,,,,neutral,,,,sg
1386,,,,,neutral,,,,sg
1388,,,,,neutral,,,,sg
1389,,,,,neutral,,,,sg
1392,,,,,neutral,,,,sg
1393,,,,,,,,,
1396,,,,,neutral,,,,sg
1397,,,,,neutral,,,,sg
1398,,,,,neutral,,,,sg
1401,,,,,neutral,,,,sg
1402,,,,,,,,,
1403,,,,,,,,,
1408,,,,,,,,,
1409,,,,,,,,,
1410,,,,,,,,,
1414,,,,,,,,,
1418,,,,,,,,,
1419,,,,,,,,,
1423,,,,,,,,,
1426,,,,,neutral,,,,sg
1427,,,,,neutral,,,,sg
1428,,,,,neutral,,,,sg
1431,,,,,,,,,
1433,,,,,,,,,
1434,,,,,,,,,
1435,,,,,,,,,
1446,,,,,,,,,
1449,,,,,neutral,,,,sg
1450,,,,,,,,,
1451,,,,,,,,,
1454,,,,,,,,,
1455,,,,,,,,,
1457,,,,,neutral,,,,sg
1459,,,,,,,,,
1460,,,,,,,,,
1473,,,,,,,,,
1474,,,,,,,,,
1476,,,,,neutral,,,,sg
1477,,,,,neutral,,,,sg
1478,,,,,,,,,
1481,,,,,,,,,
1482,,,,,,,,,
1484,,,,,neutral,,,,sg
1485,,,,,,,,,
1491,,,,,,,,,
1492,,,,,,,,,
1494,,,,,,,,,
1495,,,,,neutral,,,,sg
1501,,,,,,,,,
1507,,,,,,,,,
1512,,,,,,,,,
1513,,,,,,,,,
1515,,,,,,,,,
1520,,,,,,,,,
1527,,,,,,,,,
1528,,,,,neutral,,,,sg
1530,,,,,neutral,,,,sg
1531,,,,,,,,,
1532,,,,,neutral,,,,sg
1533,,,,,neutral,,,,sg
1534,,,,,neutral,,,,sg
1535,,,,,neutral,,,,sg
1537,,,,,,,,,
1542,,,,,,,,,
1544,,,,,,,,,
1545,,,,,neutral,,,,sg
1546,,,,,neutral,,,,sg
1547,,,,,neutral,,,,sg
1548,,,,,neutral,,,,sg
1549,,,,,neutral,,,,sg
1551,,,,,neutral,,,,sg
1553,,,,,neutral,,,,sg
1556,,,,,,,,,
1557,,,,,neutral,,,,sg
1558,,,,,neutral,,,,sg
1562,,,,,,,,,
1586,,,,,neutral,,,,sg
1588,,,,,neutral,,,,sg
1592,,,,,,,,,
1599,,,,,neutral,,,,sg
1601,,,,,neutral,,,,sg
1605,,,,,neutral,,,,sg
1609,,,,,neutral,,,,sg
1614,,,,,neutral,,,,sg
1619,,,,,neutral,,,,sg
1625,,,,,neutral,,,,sg
1630,,,,,,,,,
1634,,,,,neutral,,,,sg
1636,,,,,,,,,
1637,,,,,neutral,,,,sg
1638,,,,,neutral,,,,sg
1640,,,,,neutral,,,,sg
1645,,,,,,,,,
1646,,,,,,,,,
1647,,,,,,,,,
1650,,,,,neutral,,,,sg
1654,,,,,,,,,
1660,,,,,,,,,
1667,,,,,neutral,,,,sg
1668,,,,,neutral,,,,sg
1671,,,,,neutral,,,,sg
1672,,,,,,,,,
1675,,,,,neutral,,,,sg
1679,,,,,,,,,
1682,,,,,neutral,,,,sg
1683,,,,,neutral,,,,sg
1692,,,,,neutral,,,,sg
1693,,,,,neutral,,,,sg
1694,,,,,neutral,,,,
1696,,,,,,,,,
1710,,,,,neutral,,,,sg
1714,,,,,,,,,
1715,,,,,neutral,,,,sg
1720,,,,,,,,,
1727,,,,,,,,,
1728,,,,,,,,,
1734,,,,,neutral,,,,sg
1738,,,,,,,,,
1745,,,,,,,,,
1748,,,,,neutral,,,,sg
1768,,,,,,,,,
1778,,,,,,,,,
1794,,,,,neutral,,,,sg
1799,,,,,neutral,,,,sg
1801,,,,,neutral,,,,sg
1810,,,,,neutral,,,,sg
1811,,,,,neutral,,,,sg
1813,,,,,neutral,,,,sg
1817,,,,,neutral,,,,sg
1818,,,,,neutral,,,,sg
1824,,,,,,,,,
1826,,,,,neutral,,,,sg
1831,,,,,neutral,,,,sg
1836,,,,,,,,,
1837,,,,,neutral,,,,sg
1848,,,,,neutral,,,,sg
1849,,,,,neutral,,,,sg
1860,,,,,,,,,
1862,,,,,neutral,,,,sg
1879,,,,,,,,,
1881,,,,,,,,,
1883,,,,,,,,,
1885,,,,,neutral,,,,sg
1900,,,,,,,,,
1919,,,,,,,,,
1921,,,,,,,,,
1928,,,,,,,,,
1931,,,,,,,,,
1935,,,,,neutral,,,,sg
1942,,,,,,,,,
1947,,,,,neutral,,,,sg
1965,,,,,,,,,
1967,,,,,neutral,,,,sg
1971,,,,,,,,,
1974,,,,,neutral,,,,sg
1990,,,,,neutral,,,,sg
1993,,,,,,,,,
2004,,,,,neutral,,,,sg
2005,,,,,neutral,,,,sg
2007,,,,,neutral,,,,sg
2011,,,,,,,,,
2017,,,,,,,,,
2018,,,,,neutral,,,,sg
2019,,,,,,,,,
2023,,,,,,,,,
2024,,,,,neutral,,,,sg
2030,,,,,neutral,,,,sg
2041,,,,,,,,,
2042,,,,,neutral,,,,sg
2043,,,,,,,,,
2047,,,,,neutral,,,,sg
2055,,,,,,,,,
2056,,,,,,,,,
2060,,,,,,,,,
2061,,,,,,,,,
2064,,,,,,,,,
2065,,,,,,,,,
2068,,,,,neutral,,,,sg
2069,,,,,neutral,,,,sg
2079,,,,,neutral,,,,sg
2086,,,,,neutral,,,,sg
2088,,,,,neutral,,,,sg
2090,,,,,neutral,,,,sg
2092,,,,,neutral,,,,sg
2093,,,,,neutral,,,,sg
2097,,,,,neutral,,,,sg
2099,,,,,neutral,,,,sg
2100,,,,,neutral,,,,sg
2104,,,,,neutral,,,,sg
2115,,,,,neutral,,,,sg
2120,,,,,neutral,,,,sg
2123,,,,,neutral,,,,sg
2130,,,,,neutral,,,,sg
2153,,,,,neutral,,,,sg
2154,,,,,neutral,,,,sg
2158,,,,,neutral,,,,sg
2170,,,,,,,,,
2178,,,,,neutral,,,,sg
2179,,,,,,,,,
2180,,,,,neutral,,,,sg
2187,,,,,neutral,,,,sg
2189,,,,,neutral,,,,sg
2192,,,,,neutral,,,,sg
2205,,,,,neutral,,,,sg
2206,,,,,,,,,
2213,,,,,,,,,
2220,,,,,,,,,
2227,,,,,neutral,,,,sg
2229,,,,,neutral,,,,sg
2232,,,,,,,,,
2234,,,,,,,,,
2247,,,,,,,,,
2249,,,,,,,,,
2332,,,,,,,,,
2369,,,,,,,,,
2383,,,,,,,,,
2391,,,,,,,,,
2396,,,,,,,,,
2409,,,,,,,,,
2415,,,,,,,,,
2429,,,,,neutral,,,,sg
2495,,,,,,,,,
2497,,,,,,,,,
2498,,,,,,,,,
2520,,,,,neutral,,,,sg
2548,,,,,,,,,
2562,,,,,,,,,
